tag,content
student,for void cardinit can we assume cardptr is properly pointing to an uninitialized card if not do you have any tips on how to handle this case
student,in the function gameplay in gamecpp i am trying to call a static function gamedeal outside of gameplay but it is still in the same file gamecpp i am getting the following error gamedeal was not declared in this scope how should i go about resolving this thank you
student,if shuffling is disabled ie we type in noshuffle in the command line prompt then do we essentially deal the exact same order of cards that we had in the beginning after each hand wouldnt this lead to the same game being played over and over again the only difference being that each player has a different players hand
student,hi im having a problem with the shift 0 to get the sign whenever im coding in this linux environment and i press it i almost always get a string of repeating 0s after it causing me to waste time deleting it i believe it has something to do with the lag with using the vnc and im also using gedit does anyone know how to fix this
student,does a well formed pack always have card cstrings in order of rank of suit
student,the requires clause for this function states that cards must remain in the pack lets say ive called this function enough times so that there is only one card remaining in the pack can dealone be called on this final card if so next would then point to something random in memory do i have to reset the next pointer within the dealone function if im dealing with the final card
student,i know there was a previous post about this but does anyone know a quick way to link up sublime text locally to your caen account ive tried a couple things but it doesnt seem to let me save stuff to caen
student,i have gotten my code to pass the published test case how can i generate more test cases to find any lingering bugs without simulating a euchre game by hand and typing the results in a text file
student,in the process of outputting the declared trump suit in gamecpp i need the string associated with a suit given that i have suit trumphearts i want to do coutbob orders up suitnamestrump but the compiler does not accept that suitnames has been declared in the scope of gamecpp because it was defined in cardcpp and my program had only included cardh do i really have to declare suitnames again in gamecpp so that i can use it
student,if the opposing team chose the trump but your team wins all 5 tricks euchered and march would your team be awarded 2 points or 3 points
student,im confused as to how to call gameinit from main how do i match the contents of the argc array to the arguments of the gameinit function any advice is appreciated char argv void gameinit game gameptr const char packfilename bool shuffle int pointstowin const char const playernames
student,the pdf says that for the main function of euchrecpp we need to read the command line arguments check them for errors and then print them its the check them for errors part that i dont get what does that entail
student,does autograder take into account differences in white space when running kompare even though the files are identical kompare claims they arent unless we check ignore the white space option
student,should our gameinit function include the dealing part of the game or should this be in the gameplay function
student,when i try to test my main euchrecpp i keep getting an error saying tmpcc8tvexbo in function main euchrecpptext0xed undefined reference to gameinitgame char const bool int char const const collect2 ld returned 1 exit status im confused as to what this means because i have all files included and i have defined gameinit in my gamecpp any help would be appreciated
student,when running my program normally i get a seg fault when i am dealing cards to players i decided to use gdb to see where exactly that was however using gdb my checkcommand function for seeing if user input is correct failed and i got the following error message before running gdb usersmynamedesktopp3packin is not a core dump file format not recognized as i write this i realize that this is occurring due to the extra argv argument of gdb is there any way to get around this without altering my gameinit and checkcommand code are there any debugging options that do not effect the starting command arguments thanks
student,so i was going around making sure my styles all as it should be and i noticed that i never used the packdealone and packreset functions i forgot they existed and did my dealing a little bit differently within a subfunction in my gamecpp is that fine or will i need to go reprogram my gamecpp so that it uses those functions
student,whenever i try making a statement in gameinit like gameptrshuffle shuff i get an error saying segmentation fault core dumped this happens with all the variables in the game struct pack pointstowin etc does anyone know why this is happening another example statement i have is gameptrpack pack where pack is initialized using packinit
student,just curious why does makefile wont work in terminal mac in caen it works fine
student,lets say a player who is not the dealer has the jack of spades and four diamonds and the upcard is spades during round 2 will the player order up i am confused because if he orders up same color as upcard clubs his jack of spades will become the left bower and its a face card however before clubs became trump none of the cards in his hand are face cards as the same color of the upcard
student,hey i have a question suppose the trump is spades and the card that is lead is also spades the player has these cards in his hand nine of diamonds ten of diamonds jack of diamonds queen of diamonds and jack of clubs one of the bowers the function playerplaycard should follow suit with the max of the suit if it cant then it would play the min card my question is in this case the jack of clubs should be played correct as it is now considered to be the trump suit and the trump suit was led
student,the spec says that we are supposed to have checks for reading in the command line arguments im confused about how were supposed to do this
student,in caen we can use command line to take argv ie the arguments we need to run the program however in xcode how can we do this
student,when calling the packdealone function i want to take the address of the returning type ie card but the compiler says i cant take the address of a temporary object so i create a local variable as following card carddeal packdealonepackptr playeraddcardplayer1ptr carddeal but this is ugly how can i improve this
student,in round 1 if the dealer orders up does he pick the upcard in round 2 if the player orders up does the dealer pick the upcard in round 2 if the dealer orders up does he pick the upcard
student,when do we get our midterms back
student,i think i am confused about the rule of the game jack of clubs in my understanding is smaller than king of clubs then why would cathy play jack of clubs when he has nine of clubs on his hand hand 0 alice deals jack of diamonds turned up bob passes cathy passes drew passes alice passes bob orders up hearts jack of spades led by bob king of spades played by cathy ace of spades played by drew nine of diamonds played by alice drew takes the trick king of clubs led by drew ace of clubs played by alice nine of spades played by bob jack of clubs played by cathy alice takes the trick ten of diamonds led by alice ten of spades played by bob nine of clubs played by cathy queen of clubs played by drew alice takes the trick
student,am i allowed to use the atoi function in my euchrecpp i am simply taking the of points to win as a string from argv and converting to an int for gameinit to use please let me know if i should devise an alternate solution thanks
student,i added a packprint function to packcpp and packh for my own use for testing the problem is if i made it static i cannot use it elsewhere for my testing purposes is there any way i can make it static and usable in other files or should i just use it as it is and remove it before i submit my project thanks
student,hello i tried compiling the code i made for euchrecpp and i got this bash41 make euchre g euchrecpp o euchre tmpccadlx4to in function main euchrecpptext0x194 undefined reference to gameinitgame char const bool int char const const euchrecpptext0x1a0 undefined reference to gameplaygame collect2 ld returned 1 exit status make euchre error 1 i dont have the slightest idea what this means does anyone here know
student,i have a question concerning when the decision comes around to the dealer in the first round of making will he order up the suit if he has two or more face cards in his hand or if he will have two or more face cards once he picks up the turn up card
student,can anyone tell me how can i initialize a const array by loop for example const int a4 for int i 0 i 4 i ai1 this wont compile
student,seriously we appreciate it so much you guys stuck with us for twelve hours
student,the response on this question is varying a lot so i was wondering whether the following main declarations is valid int mainint argc string argv because a string is an array of characters but then it does require the string library
student,hi do we have the answer key for the past exams
student,hello i do not understand why we cannot get exam solutions specifically for fall 13 the google doc for spring 13 would be helpful in theory however since there is no way to see if our submitted solutions are in fact correct we cannot possibly understand if we are doing things right the only thing that posted exam solutions would do is help us please is there anyway we can get solutions does anyone have another way to go about this thank you
student,from problem 2 part c on the fall 2013 midterm practice exam if we have code void add int foo foo does preincrement change the value as if the variable were passed by reference one of the lines of code calls addx where x is just an int passed by value and i want to know how add operates on it
student,what does the syntax look like for an assignment operation to a function pointer where the function we want to assign is overloaded how do we assign a particular implementation of an overloaded function to a function pointer
student,hey in question four const char in contains the cstrings but how this this array formatted i saw a different pizza post referring to this array as a two dimensional array but that is not how it is written in the question does this array contain null characters between the different cstrings it contains or how are they separated thanks
student,are pointers always passed by reference or does this only apply to arrays
student,if i have the following code int a 5 int ptr a cout ptr endl cout ptr endl why are the addresses different when i cout ptr and ptr
student,i was just wondering if we need to be able to interpret recursive relations such as or if we can assume we will be given functions to write with rmes like in the past exams if we do need to understand them would someone be able to give me a brief overview of the best way to go about interpreting these relations
student,i have an idea of the definition of a segmentation fault but can someone give a couple different examples of when this error would appear
student,in a recursive function if i returned a call to a function within a call to a function what wouldnt be tail recursive right ex return somerecursivex2 somerecursivex2 y2 im assuming its not tail recursive because the memory of x2s value must be kept when doing the second function call in place of the second parameter and so you cant delete that stack frame
student,for the following piece of code sitemarrayiprice do i have to dereference the whole thing in order to use the actual price or can i just it like that
student,option 1 this is a segmentation fault because it accesses data in some random place right true option 2 pointers are passed by value because they contain an address the object referenced to is passed by reference false option 3 its a constant pointer to an int so the pointer cannot be reassigned true option 4 its a constant pointer to an int so the int can be reassigned false option 5 false check definition of null pointer option 6 i dont understand this one and here is my logic behind it please correct me arr 3 from what i understand arr 3 will just increment the value of the element in index 0 by 3 and i dont know what the does because it doesnt return an address so would it be false with this reasoning i get only 1 and 3 as being correct
student,my code has a run time error when it runs to outcount inij i really cant figure it out thanks so much for any help
student,problem 1d on the spring 2013 midterm exam gives int c b as one of the lines of code snippet we are to assess to determine whether a compile error occurs i understand that c is a reference does this assignment mean that c will take on the address of b and will be an acceptable assignment where b is just a fundamental data type that is without b given as a pointer c will take on the address of b and can be dereferenced to give the value at b
student,i missed the review today
student,is b return fnfnx y xy tailrecursive
student,for the problem 3 strings in the spring midterm i see most of the space is left for substitutechar but are we allowed to write and call helper functions as part of the solution to this problem eg int getstringsizechar sd void writeonposchar ptr char sd thx
student,when can we expect the video recording of professor prakashs lecture to be posted from today
student,when can we expect the video recording of professor deorios lecture to be posted from today
student,suppose struct waterbottle has a double containing a height and a string containing the brand name in memory each object in a new array of waterbottles would have these two member variables if this is correct how would an array traversal with pointers deal with this wouldnt incrementing the pointer accidentally get into the member variables by accident how would i know the size of the struct to tell the pointer to increment the address by the correct amount thanks so much
student,can an int pointer point to a double can a double pointer point to an int
student,could someone just explain a little bit more about ifstream and the syntax of whilefh what this means overall just review this problem because i am lost on it
student,ca i get some clarification on when i would be using notation such as triangletriangle or double trianglearea is this notation only needed when implementing a function in a class that has been declared in separate h file if i have a triangle t when can i just use something like tarea
student,is this true pointers are passed by value but the things they point to are passed by reference
student,since we already set by using rectangle double ain double bin aain bbin why we also need a set function this is on the review section blue slide
student,what do you guys think of this implementation for problem 3 does it work is there a more efficient method void subtitutechar parameters const char pointer s char pointer2 r whilepointer ifstrcmppointer c 1 r strcatr p pointer2 strlenp 1 else pointer2 pointer return
student,ive been writing and implementing the code over lecture and for some reason the dynamic and static example code doesnt work when i type it in what could be my error i have the function in cpp file as static triangle gtriangle345 static isosceles gisosceles112 triangle askuser cout triangle isosceles or equilateral string s cin s if s triangle return gtriangle if s isosceles return gisosceles cout unrecognized shape s n exit1 triangle askuser in my header file
student,for this question i got my socultion as 12 34 45 67 87 but found out the answer is 12 12 12 12 12 can anyone explain why
student,for this question the second line is supposed to be 10 9 3 4 but i have no idea how they arrived at that answer
student,after the p1 7 and p2 4 why isnt 7 and 4 in p1 and p2s box respectively
student,if i want to declare a cstring should i use char or char as data type what is the difference in using these two thanks for any help got really confused about cstrings
student,is this the correct output for this question
student,can you initialize a pointer without assigning it a location for example char ptr
student,in this question in is a pointer to an array of constant chars does this mean that each string is contained in one space in the array or does each individual letter of the string take up one space in the array for example does in1 hello or in1 h also how does the fact that in is a pointer affect this problem as compared to if it was not a pointer in the solution of the problem
student,would this count as array indexing referring to question 5a for int i 0 i scursize i …sitemarrayi
student,hi in the while loop whiles where s is a pointer to a cstring we simply check if s is not null we will go into the while loop what if we want to check the opposite if s is null can we use while s thank you
student,int fnint x double y if x30 return x x would return fnx y make the above function tail recursive from what i understand about tail recursion the function call must be the very last step for it to be tail recursive and this is the only return answer that seems to do this but im unsure thanks
student,how do we know when to write the cpp code or h code of a class if asked to write functions on the exam i went through lecture 9 and 10 and it seems like it was inconsistent between the two lectures of code in the h files and cpp files for example lecture 9 does not have the scope resolution when writing a function in the class itself if a question asked write the default constructor for the triangle class which would be correct triangle a 0 b 0 c 0 triangletriangle a0 bo co the first choice wouldnt be code in a cpp file because it does not have the scope resolution correct
student,can anyone share how to do this problem i cant get it
student,when we need to return both the left and right subtree in a recursive tree function what is the difference between using and for example in question 3b on fall 2013 the return statement includes a how does this work with bools and why would we use this versus
student,would there be subtype drived classes related problem in exam both practice exams have problems such as write parallelgram etc just want to make sure
student,the midterm will only cover up to and including the first 10 lectures adts correct sorry if this has been asked before
student,what does int aref a0 mean asumming a is an array and a0 is some int at index 0
student,im confused on how to write the default constructor with the initializer list do i do shoppingshoppingcart itemarraymaxsize0 cursize0
student,say you have void func int ptr ptr ptr ptr int main int a 5 4 3 int p a int pp p funcpp from my understanding this function will change the value of a0 to 6 and change the pointer p in the main function to point at the second value in the array a but not increment the pointer pp in the main because func makes a copy of this variable is this a correct way to interpret this program
student,if we have questions about lists and trees on the exams will we be given the other functions such as listmake listfirst etc that we can use
student,i have tried to write my own code for traversing an array of c strings and printing out every element i have not been able to figure it out my self and i was wondering if anyone wanted to help me out with this one
student,this is for problem 1d of the fall midterm
student,will midterm cover typedef
student,
student,im assuming that were expected to use initializer syntax for the constructor as of right now i have class parallelogram triangle t public parallelogram ttriangle parallelogramdouble a double b double theta ttrianglea b sqrtaabb2abcostheta rest of code are these constructors both valid i wasnt sure if we could call other constructors in a constructor definition
student,the question asks to define the default and custom constructors for shoppingcart using initializer syntax wherever possible for the custom constructor i ran into some trouble since arrays cannot be set to each other i used shoppingcartgroceryitem items int size cursizesize for int i 0 i size i itemarrayi itemsi can you use initializer syntax for only some of the variables and initialize the rest normally as i did above is there a better solution
student,this for 1b of the spring midterm
student,what is the answer to 1h in fall 2013 i got 44 55 thanks in advance
student,whats the policy on using sizeof function measures the amount of space its argument takes up on the test
student,can someone help me with this problem fall midterm 2 im not sure how to start it and what the general process for solving everything in it should be
student,string filename hellotxt ifstream fin finopenfilenamecstr why do we need the cstr i think it compiles without it
student,is the output of the inorder traversal tree 7 1 8 11 2 10 6 4 12 5 3 9 screenshot20140226at114656ampng
student,would sitemsarray be equal to the value of itemsarray as a pointer not as itemsarray0
student,i am having trouble understanding what exactly typedef does in which lecture was typedef covered
student,are we allowed to use for loops to traverse by pointer for instance forint i p i p size i do stuff
student,hi so im having problems understanding how i would print out every character 1 by 1 in an arrray of c strings for instance const char foo cat dog human for char ptr foo ptr foo size ptr cout ptr this only prints out the first letter of each of the 3 words would i need to use another nested for loop
student,is this generally the bestsimplest way to traverse int arrays and cstrings respectively using traversal by pointer int asize forint i a i a size i cout i endl char j whilej cout j j
student,your welcome for lowering the curve
student,i know this is right after the exam and everything but i was wondering when we should expect the results back im assuming it wont be until after the break and will solutions be posted
student,the deadline for dropping a course and receiving a w on your transcript is march 21 you drop the class and get a w on your transcript but it a lot better than failing you can always retake the class later if you so chose but the w wont go away if you are really struggling it might allow you to do better in your other courses lsa httpwwwlsaumicheduumichstudentshomeacademics20and20requirementsacademic20calendars1314calendarpdf engineering httpwwwenginumicheducollegeacademicsbulletincalendar2013deadlines i suggest talking to the teaching team a umich adviser and your friendsfamily it will all be okay this is just a single exam in one semester of your life you wont even remember this exam or this class in a few months
student,does eecs 280 offer a grade of a if so what are the criteria for obtaining an a
student,just wanted to ask if the gsis or ias will be around on piazza to help with p3 in the next week over break in case you are thanks in advance
student,what should be output if a march and a euchred occurs
student,im running a diff test on my output and im getting an error everything matches except i have a a blank line on line 1 whrere the correctout has euchre packin shuffle 10 alice bob cathy drew on line 1 is the command line supposed to be in my output
student,is there an endl after alice and cathy win or does that not matter
student,i have been to a couple dropin tutoring sessions and i was wondering if it could be made easier to locate them or see if the tutor is even here i dont know how it is at the blue apple but in the ugli basementbut i spend 20 minutes looking for them or waiting for someone who inevitably doesnt end up showing there used to be a sign for eecs 280 but that disappeared could there be a name or specific location given in the basement to find the tutor i would appreciate this a lot
student,will there be any special office hours held tomorrow night i know some gsis usually hold them on mondays but i saw on the google calendar that none are scheduled for tomorrow evening
student,just to clarify are we allowed to bring a 1sided handwritten note sheet to the midterm thanks
student,hi im confused about how to initialize the array for the default constructor i read that we cannot initialize an array using initializer syntax when we are trying to set it equal to another array but is that also the case for the default constructor since we are initializing it to be empty also i was confused if by empty it was meant to be it was an array of max size filled with uninitialized groceryitems or if that meant that it would be size 0 im guessing the former right
student,im looking through the fall midterm and i see that for the class constructor problem it says that in order to recieve full credit you must use intializer syntax what exactly is meant by intializer syntax i usually just use the equals operator to set the variables in between the curly braces
student,i know that options 1 and 3 are almost the same in that 1 accesses what the pointer points to and then moves the pointer to the next element while option 3 accesses what the pointer is pointing to after moving the pointer to the next element thus both options are wrong that leaves me to conclude that options 2 and 4 are correct because in 2 the value of the object pointed two is incremented by 1 and same with ptr because id assume ptroption 4 ptr ptr option 2 is that logic sound or is there some order of operations im missing
student,im confused about where implementations go if a class is created and defined in the same cpp file as is the case for the class parallelogram on the spring 13 midterm the question says to hide implementation details and expose only the interface using public and private does this mean that function declarations and brief definitions such as return area should be public while function definitions should be private most of my confusion derives from the fact that in class we were shown taught to create classes using a h file and a cpp file together conventions for creating a class all in one cpp file are not clear to me thanks in advance for your help
student,requires row points to an array with at least size elements effects the order of elements in row is reversed for example 0110111101 would become 1011110110 void fliphorizontalint row int size task 2 your code here i stuck on this problem can someone give an idea of how to use traversal by pointer for this function
student,im a little confused as to what pp x means
student,i found a problem about trees and cant figure out a good solution siblings in a tree is the numbers which have the same level how can i find the siblings in a tree given a number which is in the tree
student,can someone help me with the general process of doing these types of problems fall midterm 1 part e im not really sure how to get startedthanks
student,would a function that returns funcname x y be considered tail recursive how about a function that returns x y
student,if you had a class that had an int double array char and some struct that contained two ints as its member variables which of these could you initialize using an initializer list within the constructor
student,does every element in left subtree must be smaller or equal to the topest element
student,if we fix the previous lines in question 1d how does line 6 work wouldnt there be an error because ptr is the address of a and if you dereference the address of a you get an int which is not of pointer type double a 2 double b 4 double ptr a double c b ptr 5 double ptr2 ptr
student,how to interpret the following double var int thanks for the help
student,whenever i try to implement a solution i cant get around the fact that s is declared constant i tried looking at several of the solutions on the google doc and found those had similar issues i keep getting the error invalid conversion from ‘const groceryitem’ to ‘groceryitem’ when i try implementing anything along the lines of groceryitem current sitemarray can someone give a correct solution or explain a way around this issue groceryitem result sitemarray
student,so i was looking at the fall practice exam question 1 if i have return fnfnx would that still be tail recursive
student,at one of the review sessions the solution to the second part of this question was shoppingcartgroceryitem groceries int size cursizesize for int i 0 i size i itemarrayi groceriesi but isnt this solution incorrect because i thought that if you were to use initializer syntax that you had to initialize the variables in the struct in the order they appear struct shoppingcart groceryitem itemarraymaxsize int cursize so wouldnt it assign size to itemarray
student,is number 3 tail recursive
student,im a little confused as to what it does
student,hi i found out after the exam that you had to write your username on the top of every page i wrote my name on the topof just the first four pages and stopped is there a penalty for this
student,so about the midterm exam is the mean going to be curved to b or b or c thanks
student,will the exam answers be posted online also will we be getting our exams back in discussion
student,can someone explain why a is not correct when i wrote it i get the sum 10 instead of 8
student,just to be clear c strings end with the 0 sentinel value but c strings doesnt need to be so right thanks
student,why can i not use void type for the main here compiling error bash41 g pedantic wall werror springcpp o spring springcpp7 error ‘main’ must return ‘int’ complete codechanged from the correct template code for q1 spring midterm correct xcpp modify to introduce errors include iostream include string using namespace std void mainint argc char argv for int i 0 i argc i cout argvi endl return 1 whether it has this return statement or not doesnt change the error message
student,why must the second argument be an array of cstrings why cant it be just one cstring pointer for example im having trouble understanding why option 4 is wrong in question 1a the second parameter is a character pointer so basically a word
student,is there a difference between const char s eecs280 and const char s eecs280
student,when do we use strcpy as opposed to the c way of doing the same thing for example in the spring 2013 exam problem 3 vidal used strcpy in his code but in the fall 2013 exam problem 4 vidal did not use strcpy in his code both of these problems are cstring problems however one exam says do not use standard cstring functions but its a cstring problem
student,im having trouble understanding what he void add second function and the typedef void functions do the syntax is really confusing and i dont know what theyre taking in
student,can someone clarify the solution to 1i i believe the answer to be e and g however on the google doc there is substantial support for a which i believe is wrong answer a states thingptr myints nummyints 1 my reasoning is thingptr myints already is already an integer thus integer nummyints1 is a random memory location x
student,3 dowhile15­1 what exactly does the code 15­1 mean its doing 1 modicum 5 then not exactly sure how to break the rest down
student,am i supposed to do custom constructor like parallelogramdouble ain double bin double thetain
student,hi im implementing the function gameplay right now after i call playerplaycard to select the next card to play i believe the card played has to be removed how would i go about removing it and also i implement the removal of the card in gameplay not playerplaycard right
student,can we assume the command line arguments for euchrecpp come in the correct order ie executable pack shuffle etc or should we account for the possibility of arguments coming in a different order ie executable shuffle pack etc
student,i noticed that on the submission document online we were only allowed to choose one option but i think 124 and 5 cause an infinite loop 2 do i 0 while i doesnt this keep setting the value of i equal to 0 and incrementing it to 1 4 forchar i 0 i 10 i the value of i will always be less than 10 because it keeps decreasing so this is infinite 5 the function keeps calling itself so isnt that infinite too can someone correct me thanks
student,what was the average score for project 2 is it bad if we didnt score a 100 in eecs183 anything below 100 was unacceptable
student,im just venting i love coding i am very frustrated right now im coding in visual studio which doesnt allow me to use any version of strcpy even if i eliminate preprocessor definitions for crtsecurenowarnings also my code compiles fine with vs but when i transfer to caen i receive errors for the following cardcpp57 error ‘r’ may be used uninitialized in this function cardcpp58 error ‘s’ may be used uninitialized in this function these variables are not uninitialized as if coding isnt tedious enough just needed to vent im not sure what to do though so im giving up for the day
student,i went over the lecture slides on pointer arithmetic but im a little confused as to how pointer arithmetic works for packdealone packdealone is supposed to return the next card and increment the next pointer so that it points to the next next card in the pack how do i get the address of the next next card in the pack i tried card1 but that doesnt work any help is appreciated
student,i was reading the course syllabus and it was not clear as to whether notes are allowed during exams is it allowed
student,on project 2 i lost two points on rme clauses and received the following feedback rme clauses most comments better to fill in all rme clauses im trying to figure out what this means using the way the rmes were done in the p2h file as a model i didnt always include the requires or modifies clauses if they seemed trivial for example in a function that just returns the sum of two integer inputs it seemed unnecessary to state that two integer inputs were required and that nothing was modified should i have included those clauses anyway or is it possible that i lost points for something else i didnt need to include rme clauses for the functions already declared in the header file right for reference in future projects id just like a little clarification on exactly whats expected for these rme clauses thanks
student,for when i am comparing the suits and checking if either card a or card b is a left bower i want to assign asuit as trump but because it is const card a it wont let me is there an alternate method to change the value of something that is readonlyconst thanks
student,hey when calling hand in playercpp playerptr hand it says use of undeclared identifier hand and same problem comes with using cards in packcpp what is the correct way of calling these variables given in the h files of each thanks
student,i wanted to ask what will the midterm cover
student,im a little confused on meaning of the following lines on the first page in addition to being ordered by rank cards are also ordered by suit diamonds first then clubs hearts and spades what does that mean does it mean that diamonds will always be trump in this game thanks
student,can i only check user input in main instead of checking user input in every function for example can i just check if user typed in all 4 names in main but i dont check it in my player initialization function
student,the spec says the dealer shuffles and cuts the deck before each hand so what is the deck before it is shuffled say were on the first hand of the game the deck is going to be the initial pack described in the pack given on the command line if were on the second hand exactly what are we shuffling are we remembering the postshuffled deck before we play the first hand and then shuffling that id think were not just going to reshuffle the initial pack every time yielding the same results
student,other than taking the practice exams what would be the best way to get ready for this exam are there any additional practice codes that would be useful trying to write
student,i have never played euchre before so im wondering when the playeraddanddiscard function would be applied isnt the function only applied for the dealer during the making trump process
student,if i have a question about point deductions on project 2questions about how to fix errors for the future who do i direct them to kyle professors gsis thanks
student,i want to know what does it mean by following the suit suppose i have a hand of queendiamonds queenhearts kinghearts kingspades jackspades if the trump is spades and the leading suit is clubs shall i play jackspades or the queen
student,im looking for some clarification on the meaning of discard in a real game of euchre the dealer discard his or her card and places it on top of the three remaining unused cards where it remains for the rest of the hand should i care what happens to the discarded card when writing my code it doesnt seem like it needs any specific place so would it be okay to simply replace the card that the dealer wishes to discard with the one he or she is picking up and forget about where the discarded one goes altogether
student,i understand that you can initialize a pointer to another variables address using and that you can get the value of what the pointer is pointing to using the dereference operator however i am confused with howwhen you should use the dereferenceaddress of operators when working with structs could someone clarify howwhy you would use the dereferenceaddress operators with something such as packcards
student,assuming that we did everything up to the checkpoint correctly how far would we be in completing the overall project im just curious about this
student,when i test my code on caen it works fine and passes all of the published test cases but when i try to submit it with the submit280 script it says warning could not compile with cardtest00cpp warning could not compile with packtest00cpp warning could not compile with playertest00cpp anyone know what might cause this
student,i have past the public tests but theres still some compilation errors can anyone help me thanks error status you had one or more compilation errors on the published test cases of the cases that compiled you had zero diff mismatches on the published test cases files compileout cc1plus warnings being treated as errors tmpsubmit280xinchens5720playercpp in function ‘makeresponse playermaketrumpconst player const card player int’ tmpsubmit280xinchens5720playercpp58 error extended initializer lists only available with stdc0x or stdgnu0x tmpsubmit280xinchens5720playercpp76 error extended initializer lists only available with stdc0x or stdgnu0x tmpsubmit280xinchens5720playercpp81 error extended initializer lists only available with stdc0x or stdgnu0x tmpsubmit280xinchens5720playercpp86 error extended initializer lists only available with stdc0x or stdgnu0x
student,what is the difference between these two when i use strcmpargv 2 shuffle its fine but when i use strcmpargv2 shuffle i get an error thanks for any input
student,if we listed the cards in pack like this 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 and we did the given shuffle and cut three times wed end up with 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 0 1 2 3 4 as you can see the first five cards are placed at the end can we implement a shortcut to achieve this same result without doing the cut operation 3 times thanks
student,ive seen this answered by a student before but id like to get this answered or endorsed by an instructor if possible will our cardcpp packcpp and playercpp be graded beyond compilation and running the test cases or do they only need to run the published test cases for the checkpoint
student,when i try to run my cardcpp it says that in the t string2enum function it reaches the end of a nonvoid function i used the slides and return in the for loop but for it to compile do i need to return something outside of it what do i need to return because it has to be of type t
student,while making do we consider the trump suit that is the suit of the upcard when we find the lowest card in the implement the function playeraddanddiscard
student,just checking i can submit my files using submit280 multiple times right i submitted my cardcpp and packcpp but not my playercpp can i submit all 3 together sometime later before the deadline thanks
student,on slides 68 of the lecture slides from february 5th professor deorio went through an example with the atoi function on slide 7 he indicates that we are interested in writing a program that is given a list of integers as its arguments and prints out the sum of those integers he says that before we can write such a program we need a way to convert from cstrings to integers and i am wondering why this is the case do integers ie a list of integers correspond to cstrings i miss the gap where he explains the connection between his argv he used in the previous slide to indicate the array of arguments that are passed to a program for execution as cstrings he uses that same array in the example so i dont understand the connection ie why those pointers to const char are being converted to integers maybe it is just because he was working with that array and decided to use it i also dont understand whether the atoi function converts only a pointer to a const char to its int value or whether it accepts a pointer to a const char as its argument and returns the integer value of the cstring i also do not understand how a cstring has such a corresponding integer value his example seems to indicate atoi parses only the const char each pointer points to as an integer value since i dont see how the numbers 3 10 11 12 19 can correspond to anything other than single characters and at that they dont look like ascii values of characters if they correspond to the argv he was using before since that also only had 3 elements so im confused where he got that from
student,what does it mean just use cerr or cout to print out some stuff do we have to use cstdio
student,why is it not possible to assign a const to a nonconst
student,by asking this i am not meaning how to code in a makefile i just dont know how to create an empty makefile what type is it it seems a makefile does not have any name extension should i just create a txt file and copy the code in it
student,what are the contents of a wellformed euchre pack eg for packinit function the packfilename file contains a wellformed euchre pack will the file contain an array of 24 cards with data type card or will file be in a txt format with a list of all 24 cards nine of spades ten of spades jack of spades containing the 24 cards
student,if we reach round 2 and for example the upcard is a diamond and you have one diamond and one heart in your hand which suit do you order up the spec is unclear only mentioning the case where you have only one card in you hand with the same color
student,hello i have a quick question about playerledcard and playerplaycard i have passed the test cases in playertest00cpp for both of the above functions but i have a quick question about their logic i had written a remove card function that i call in both of the above functions after calling my remove card function within both playerledcard and playerplaycard i began to fail the given case tests i had included a remove card function because if a player leads or plays a card then that card should no longer be in their hand my question is should we not account for the loss of the played card or do we account for it but just at a later part of the project thanks for the help
student,i have two questions about playermaketrump during round 2 does it matter if the player who orders up have a face card of the upcard or only of the suit with the same color ex upcard nine of spades player has king of spades orderup yes or no do we still count the bowers of the suit of the upcard as the same suit or will they be their actual suit ex upcard nine of spades player has jack of spades orderup yes or no or upcard nine of spades player has jack of clubs orderup yes or no
student,so im a little confused on how the cardcompare function with ledcard as an parameter works my understanding is that if a card that has the same suit as the led card is compared to another card of a different nontrump suit the first card will be greater even if that first card has a lower rank and suit than the second one if im not explaining that well ive written an assert statement that fulfills this situation assertcardcomparetenspades kingdiamonds ninespades clubs 0 i believe this should not trip the assert am i correct
student,how do i convert string to char how do i convert char to string how do i compare two char how do i compare two string how do i copy string to string how do i copy char to char how do i assign const char to char how do i assign const string to string sorry about so many questions but i am really totally confused
